"Event H-ID","Character(s) Present H-ID",rec_Title
1096,831|832|836|846|842|1097,"Unnamed - Baba Alias: Narrator's Father
in ""More Sinned Against Than Sinning""|Unnamed - Amma Alias: Narrator's Mother
in ""More Sinned Against Than Sinning""|Unnamed - Bade Bhaiya Alias: Narrator's Elder Brother
in ""More Sinned Against Than Sinning""|Unnamed - Pakhi and Bade Bhaiya's Children Alias: None
in ""More Sinned Against Than Sinning""|Unnamed - Pakhi Alias: None
in ""More Sinned Against Than Sinning""|Unnamed - Baby and Rani Alias: None
in ""More Sinned Against Than Sinning"""
1099,830|831|840,"Unnamed - Narrator Alias: Munniya, Bibi, Bitiya
in ""More Sinned Against Than Sinning""|Unnamed - Baba Alias: Narrator's Father
in ""More Sinned Against Than Sinning""|Unnamed - Narrator's Younger Brother Alias: None
in ""More Sinned Against Than Sinning"""
1100,840,"Unnamed - Narrator's Younger Brother Alias: None
in ""More Sinned Against Than Sinning"""
1101,830|840,"Unnamed - Narrator Alias: Munniya, Bibi, Bitiya
in ""More Sinned Against Than Sinning""|Unnamed - Narrator's Younger Brother Alias: None
in ""More Sinned Against Than Sinning"""
1102,836|832|830,"Unnamed - Bade Bhaiya Alias: Narrator's Elder Brother
in ""More Sinned Against Than Sinning""|Unnamed - Amma Alias: Narrator's Mother
in ""More Sinned Against Than Sinning""|Unnamed - Narrator Alias: Munniya, Bibi, Bitiya
in ""More Sinned Against Than Sinning"""
1103,832|830,"Unnamed - Amma Alias: Narrator's Mother
in ""More Sinned Against Than Sinning""|Unnamed - Narrator Alias: Munniya, Bibi, Bitiya
in ""More Sinned Against Than Sinning"""
1104,836|830,"Unnamed - Bade Bhaiya Alias: Narrator's Elder Brother
in ""More Sinned Against Than Sinning""|Unnamed - Narrator Alias: Munniya, Bibi, Bitiya
in ""More Sinned Against Than Sinning"""
1105,830|832,"Unnamed - Narrator Alias: Munniya, Bibi, Bitiya
in ""More Sinned Against Than Sinning""|Unnamed - Amma Alias: Narrator's Mother
in ""More Sinned Against Than Sinning"""
1106,830|831,"Unnamed - Narrator Alias: Munniya, Bibi, Bitiya
in ""More Sinned Against Than Sinning""|Unnamed - Baba Alias: Narrator's Father
in ""More Sinned Against Than Sinning"""
1107,830|836|842,"Unnamed - Narrator Alias: Munniya, Bibi, Bitiya
in ""More Sinned Against Than Sinning""|Unnamed - Bade Bhaiya Alias: Narrator's Elder Brother
in ""More Sinned Against Than Sinning""|Unnamed - Pakhi Alias: None
in ""More Sinned Against Than Sinning"""
1108,836,"Unnamed - Bade Bhaiya Alias: Narrator's Elder Brother
in ""More Sinned Against Than Sinning"""
1109,830|832|836|856,"Unnamed - Narrator Alias: Munniya, Bibi, Bitiya
in ""More Sinned Against Than Sinning""|Unnamed - Amma Alias: Narrator's Mother
in ""More Sinned Against Than Sinning""|Unnamed - Bade Bhaiya Alias: Narrator's Elder Brother
in ""More Sinned Against Than Sinning""|Unnamed - Neighbours (in the old house) Alias: None
in ""More Sinned Against Than Sinning"""
1110,830,"Unnamed - Narrator Alias: Munniya, Bibi, Bitiya
in ""More Sinned Against Than Sinning"""
1111,830|836,"Unnamed - Narrator Alias: Munniya, Bibi, Bitiya
in ""More Sinned Against Than Sinning""|Unnamed - Bade Bhaiya Alias: Narrator's Elder Brother
in ""More Sinned Against Than Sinning"""
1112,830|840,"Unnamed - Narrator Alias: Munniya, Bibi, Bitiya
in ""More Sinned Against Than Sinning""|Unnamed - Narrator's Younger Brother Alias: None
in ""More Sinned Against Than Sinning"""
1113,830|836,"Unnamed - Narrator Alias: Munniya, Bibi, Bitiya
in ""More Sinned Against Than Sinning""|Unnamed - Bade Bhaiya Alias: Narrator's Elder Brother
in ""More Sinned Against Than Sinning"""
1114,836|831|842|830,"Unnamed - Bade Bhaiya Alias: Narrator's Elder Brother
in ""More Sinned Against Than Sinning""|Unnamed - Baba Alias: Narrator's Father
in ""More Sinned Against Than Sinning""|Unnamed - Pakhi Alias: None
in ""More Sinned Against Than Sinning""|Unnamed - Narrator Alias: Munniya, Bibi, Bitiya
in ""More Sinned Against Than Sinning"""
1115,831|830,"Unnamed - Baba Alias: Narrator's Father
in ""More Sinned Against Than Sinning""|Unnamed - Narrator Alias: Munniya, Bibi, Bitiya
in ""More Sinned Against Than Sinning"""
1116,830|842,"Unnamed - Narrator Alias: Munniya, Bibi, Bitiya
in ""More Sinned Against Than Sinning""|Unnamed - Pakhi Alias: None
in ""More Sinned Against Than Sinning"""
1117,262|666,"Ali - Kurban Ali Alias: Narrator
in ""A Letter from India""|Ali - Kamaran Alias: Azeez
in ""A Letter from India"""
1118,262|666,"Ali - Kurban Ali Alias: Narrator
in ""A Letter from India""|Ali - Kamaran Alias: Azeez
in ""A Letter from India"""
1119,271,"Ali - Miyan Jani Alias: None
in ""A Letter from India"""
1120,271|262,"Ali - Miyan Jani Alias: None
in ""A Letter from India""|Ali - Kurban Ali Alias: Narrator
in ""A Letter from India"""
1121,262|264,"Ali - Kurban Ali Alias: Narrator
in ""A Letter from India""|Ibrahim - Ibrahim Alias: None
in ""A Letter from India"""
1122,262|271,"Ali - Kurban Ali Alias: Narrator
in ""A Letter from India""|Ali - Miyan Jani Alias: None
in ""A Letter from India"""
1123,932|931|943,"Muslim mother travelling to Etawah - Suraiya Alias: None
in ""Getting Even""|Older Sikh in the train compartment - Unnamed Alias: Sardarji
in ""Getting Even""|First Hindu that enters the train compartment - Unnamed Alias: Babu Sahib
in ""Getting Even"""
1124,262,"Ali - Kurban Ali Alias: Narrator
in ""A Letter from India"""
1125,931,"Older Sikh in the train compartment - Unnamed Alias: Sardarji
in ""Getting Even"""
1126,262|666,"Ali - Kurban Ali Alias: Narrator
in ""A Letter from India""|Ali - Kamaran Alias: Azeez
in ""A Letter from India"""
1127,931|943,"Older Sikh in the train compartment - Unnamed Alias: Sardarji
in ""Getting Even""|First Hindu that enters the train compartment - Unnamed Alias: Babu Sahib
in ""Getting Even"""
1128,262|666,"Ali - Kurban Ali Alias: Narrator
in ""A Letter from India""|Ali - Kamaran Alias: Azeez
in ""A Letter from India"""
1129,931|943,"Older Sikh in the train compartment - Unnamed Alias: Sardarji
in ""Getting Even""|First Hindu that enters the train compartment - Unnamed Alias: Babu Sahib
in ""Getting Even"""
1130,271|273|274|262,"Ali - Miyan Jani Alias: None
in ""A Letter from India""|Ali - Narrator's Older Brother Alias: My late and respected brother, Narrator's Elder Brother who went to Dhaka
in ""A Letter from India""|Ali - Narrator's Younger Brother Alias: Marhoom
in ""A Letter from India""|Ali - Kurban Ali Alias: Narrator
in ""A Letter from India"""
1131,943,"First Hindu that enters the train compartment - Unnamed Alias: Babu Sahib
in ""Getting Even"""
1134,284|271,"Ali - Sayid Hatim Ali Alias: None
in ""A Letter from India""|Ali - Miyan Jani Alias: None
in ""A Letter from India"""
1135,1136,"Ali - Unnamed forefathers of Kurban Ali Alias: None
in ""A Letter from India"""
1139,1140,"Muhammad - Nasir-ud-din Alias: Emperor Humayun
in ""A Letter from India"""
1141,286,"Narrator's Ancestor, who was a merchant - Meer Mansoor Muhammad Alias: None
in ""A Letter from India"""
1142,666|262,"Ali - Kamaran Alias: Azeez
in ""A Letter from India""|Ali - Kurban Ali Alias: Narrator
in ""A Letter from India"""
1143,1136,"Ali - Unnamed forefathers of Kurban Ali Alias: None
in ""A Letter from India"""
1144,285|287,"Ali - Sayid Rustum Ali Alias: None
in ""A Letter from India""|Dacoits who attack Rustum Ali during the troubles of 1857 - Dacoits who attack Rustum Ali during the troubles of 1857 Alias: None
in ""A Letter from India"""
1146,1136,"Ali - Unnamed forefathers of Kurban Ali Alias: None
in ""A Letter from India"""
1147,1136,"Ali - Unnamed forefathers of Kurban Ali Alias: None
in ""A Letter from India"""
1148,288|289|785,"Ali - Bhai Ashraf Ali Alias: None
in ""A Letter from India""|Ali - Bhai Farrukh Alias: None
in ""A Letter from India""|Armed Policemen - Unknown Alias: None
in ""The Dressing Table"""
1149,288|1150,"Ali - Bhai Ashraf Ali Alias: None
in ""A Letter from India""|Ali - Unnamed Chachajan of Kurban Ali Alias: None
in ""A Letter from India"""
1153,289,"Ali - Bhai Farrukh Alias: None
in ""A Letter from India"""
1154,290,"Ali - Pyare Miyan Alias: None
in ""A Letter from India"""
1155,290|262,"Ali - Pyare Miyan Alias: None
in ""A Letter from India""|Ali - Kurban Ali Alias: Narrator
in ""A Letter from India"""
1157,290,"Ali - Pyare Miyan Alias: None
in ""A Letter from India"""
1158,290,"Ali - Pyare Miyan Alias: None
in ""A Letter from India"""
1159,271|290,"Ali - Miyan Jani Alias: None
in ""A Letter from India""|Ali - Pyare Miyan Alias: None
in ""A Letter from India"""
1160,290|292,"Ali - Pyare Miyan Alias: None
in ""A Letter from India""|The dancing girl from Bombay who dupes Pyare Miyan - The dancing girl from Bombay who dupes Pyare Miyan Alias: None
in ""A Letter from India"""
1161,290|262,"Ali - Pyare Miyan Alias: None
in ""A Letter from India""|Ali - Kurban Ali Alias: Narrator
in ""A Letter from India"""
1162,262|666,"Ali - Kurban Ali Alias: Narrator
in ""A Letter from India""|Ali - Kamaran Alias: Azeez
in ""A Letter from India"""
1163,1164|293,"Ali - Unnamed Family Member shot by Ayub Khan's henchmen Alias: None
in ""A Letter from India""|Ayub Khan's henchmen - Ayub Khan's henchmen Alias: None
in ""A Letter from India"""
1168,262|666,"Ali - Kurban Ali Alias: Narrator
in ""A Letter from India""|Ali - Kamaran Alias: Azeez
in ""A Letter from India"""
1169,294|262,"Ali - Sharafat Alias: None
in ""A Letter from India""|Ali - Kurban Ali Alias: Narrator
in ""A Letter from India"""
1170,294|262,"Ali - Sharafat Alias: None
in ""A Letter from India""|Ali - Kurban Ali Alias: Narrator
in ""A Letter from India"""
1171,262|294,"Ali - Kurban Ali Alias: Narrator
in ""A Letter from India""|Ali - Sharafat Alias: None
in ""A Letter from India"""
1172,1173,"Ali - Girls of the Family who have gone to Pakistan Alias: None
in ""A Letter from India"""
1174,296|1175|271|297|298,"Phupha's Daughter - Khatija Alias: None
in ""A Letter from India""|Ali - Younger Phupha Alias: None
in ""A Letter from India""|Ali - Miyan Jani Alias: None
in ""A Letter from India""|Ali - Raza Ali Alias: None
in ""A Letter from India""|Ali - Raza Ali's Son Alias: None
in ""A Letter from India"""
1176,262|666,"Ali - Kurban Ali Alias: Narrator
in ""A Letter from India""|Ali - Kamaran Alias: Azeez
in ""A Letter from India"""
1177,262|666,"Ali - Kurban Ali Alias: Narrator
in ""A Letter from India""|Ali - Kamaran Alias: Azeez
in ""A Letter from India"""
1178,931,"Older Sikh in the train compartment - Unnamed Alias: Sardarji
in ""Getting Even"""
1179,932|931,"Muslim mother travelling to Etawah - Suraiya Alias: None
in ""Getting Even""|Older Sikh in the train compartment - Unnamed Alias: Sardarji
in ""Getting Even"""
1180,931|936|943,"Older Sikh in the train compartment - Unnamed Alias: Sardarji
in ""Getting Even""|Younger Sikh in the train compartment - Kaka Alias: None
in ""Getting Even""|First Hindu that enters the train compartment - Unnamed Alias: Babu Sahib
in ""Getting Even"""
1181,262|666,"Ali - Kurban Ali Alias: Narrator
in ""A Letter from India""|Ali - Kamaran Alias: Azeez
in ""A Letter from India"""
1182,262|666,"Ali - Kurban Ali Alias: Narrator
in ""A Letter from India""|Ali - Kamaran Alias: Azeez
in ""A Letter from India"""
1183,262|666,"Ali - Kurban Ali Alias: Narrator
in ""A Letter from India""|Ali - Kamaran Alias: Azeez
in ""A Letter from India"""
1184,262|666,"Ali - Kurban Ali Alias: Narrator
in ""A Letter from India""|Ali - Kamaran Alias: Azeez
in ""A Letter from India"""
1185,262|666,"Ali - Kurban Ali Alias: Narrator
in ""A Letter from India""|Ali - Kamaran Alias: Azeez
in ""A Letter from India"""
1186,299|1187,"Ali - Khatija's youngest Daughter Alias: None
in ""A Letter from India""|Husband of Khatija's youngest daughter - Unnamed Alias: None
in ""A Letter from India"""
1190,264,"Ibrahim - Ibrahim Alias: None
in ""A Letter from India"""
1191,303,"Faizuddin - Miyan Faizuddin Alias: None
in ""A Letter from India"""
1192,262|666|1136,"Ali - Kurban Ali Alias: Narrator
in ""A Letter from India""|Ali - Kamaran Alias: Azeez
in ""A Letter from India""|Ali - Unnamed forefathers of Kurban Ali Alias: None
in ""A Letter from India"""
1193,262|666,"Ali - Kurban Ali Alias: Narrator
in ""A Letter from India""|Ali - Kamaran Alias: Azeez
in ""A Letter from India"""
1194,262|666,"Ali - Kurban Ali Alias: Narrator
in ""A Letter from India""|Ali - Kamaran Alias: Azeez
in ""A Letter from India"""
1195,262|666,"Ali - Kurban Ali Alias: Narrator
in ""A Letter from India""|Ali - Kamaran Alias: Azeez
in ""A Letter from India"""
1197,262|666,"Ali - Kurban Ali Alias: Narrator
in ""A Letter from India""|Ali - Kamaran Alias: Azeez
in ""A Letter from India"""
1366,1203|1204,"Unnamed - Akhtar Alias: Kartarey
in ""Parmeshwar Singh""|Unnamed - Akhtar's Mother Alias: None
in ""Parmeshwar Singh"""
1367,1204,"Unnamed - Akhtar's Mother Alias: None
in ""Parmeshwar Singh"""
1383,1329|1320|1321,"Passengers in the compartment - Unnamed Alias: None
in ""The Train Has Reached Amritsar""|Narrator - Unnamed Alias: None
in ""The Train Has Reached Amritsar""|Sardarji - Unnamed Alias: None
in ""The Train Has Reached Amritsar"""
1385,1321|1386,"Sardarji - Unnamed Alias: None
in ""The Train Has Reached Amritsar""|White soldiers at the Burmese front - Unnamed Alias: None
in ""The Train Has Reached Amritsar"""
1388,1320|1322|1323|1324|1326,"Narrator - Unnamed Alias: None
in ""The Train Has Reached Amritsar""|First Pathan trader - Unnamed Alias: None
in ""The Train Has Reached Amritsar""|Second Pathan trader - Unnamed Alias: None
in ""The Train Has Reached Amritsar""|Third Pathan trader - Unnamed Alias: None
in ""The Train Has Reached Amritsar""|Frail-looking Babu - Unnamed Alias: None
in ""The Train Has Reached Amritsar"""
1389,1320|1327,"Narrator - Unnamed Alias: None
in ""The Train Has Reached Amritsar""|Old Woman telling rosary beads - Unnamed Alias: None
in ""The Train Has Reached Amritsar"""
1390,1320,"Narrator - Unnamed Alias: None
in ""The Train Has Reached Amritsar"""
1391,1329|1320,"Passengers in the compartment - Unnamed Alias: None
in ""The Train Has Reached Amritsar""|Narrator - Unnamed Alias: None
in ""The Train Has Reached Amritsar"""
1392,1320,"Narrator - Unnamed Alias: None
in ""The Train Has Reached Amritsar"""
1393,1320|1398,"Narrator - Unnamed Alias: None
in ""The Train Has Reached Amritsar""|People in Undivided India - Unnamed Alias: None
in ""The Train Has Reached Amritsar"""
1394,1321|1320,"Sardarji - Unnamed Alias: None
in ""The Train Has Reached Amritsar""|Narrator - Unnamed Alias: None
in ""The Train Has Reached Amritsar"""
1395,1320|1398,"Narrator - Unnamed Alias: None
in ""The Train Has Reached Amritsar""|People in Undivided India - Unnamed Alias: None
in ""The Train Has Reached Amritsar"""
1400,1320|1322|1323|1324|1326|1321|1329,"Narrator - Unnamed Alias: None
in ""The Train Has Reached Amritsar""|First Pathan trader - Unnamed Alias: None
in ""The Train Has Reached Amritsar""|Second Pathan trader - Unnamed Alias: None
in ""The Train Has Reached Amritsar""|Third Pathan trader - Unnamed Alias: None
in ""The Train Has Reached Amritsar""|Frail-looking Babu - Unnamed Alias: None
in ""The Train Has Reached Amritsar""|Sardarji - Unnamed Alias: None
in ""The Train Has Reached Amritsar""|Passengers in the compartment - Unnamed Alias: None
in ""The Train Has Reached Amritsar"""
1402,1320|1329,"Narrator - Unnamed Alias: None
in ""The Train Has Reached Amritsar""|Passengers in the compartment - Unnamed Alias: None
in ""The Train Has Reached Amritsar"""
1403,1320|1322|1323|1324|1326,"Narrator - Unnamed Alias: None
in ""The Train Has Reached Amritsar""|First Pathan trader - Unnamed Alias: None
in ""The Train Has Reached Amritsar""|Second Pathan trader - Unnamed Alias: None
in ""The Train Has Reached Amritsar""|Third Pathan trader - Unnamed Alias: None
in ""The Train Has Reached Amritsar""|Frail-looking Babu - Unnamed Alias: None
in ""The Train Has Reached Amritsar"""
1404,1320|1329,"Narrator - Unnamed Alias: None
in ""The Train Has Reached Amritsar""|Passengers in the compartment - Unnamed Alias: None
in ""The Train Has Reached Amritsar"""
1406,1320|1328|1329,"Narrator - Unnamed Alias: None
in ""The Train Has Reached Amritsar""|Passenger who gets down at Wazirabad station to get water - Unnamed Alias: None
in ""The Train Has Reached Amritsar""|Passengers in the compartment - Unnamed Alias: None
in ""The Train Has Reached Amritsar"""
1407,1329|1320|1326,"Passengers in the compartment - Unnamed Alias: None
in ""The Train Has Reached Amritsar""|Narrator - Unnamed Alias: None
in ""The Train Has Reached Amritsar""|Frail-looking Babu - Unnamed Alias: None
in ""The Train Has Reached Amritsar"""
1408,1320|1329|1330|1331|1333|1322|1323|1327,"Narrator - Unnamed Alias: None
in ""The Train Has Reached Amritsar""|Passengers in the compartment - Unnamed Alias: None
in ""The Train Has Reached Amritsar""|Man who tries to enter the compartment at Wazirabad - Unnamed Alias: None
in ""The Train Has Reached Amritsar""|Thin, frayed woman - Unnamed Alias: None
in ""The Train Has Reached Amritsar""|Young, dark girl - Unnamed Alias: None
in ""The Train Has Reached Amritsar""|First Pathan trader - Unnamed Alias: None
in ""The Train Has Reached Amritsar""|Second Pathan trader - Unnamed Alias: None
in ""The Train Has Reached Amritsar""|Old Woman telling rosary beads - Unnamed Alias: None
in ""The Train Has Reached Amritsar"""
1409,1327|1320|1326|1329,"Old Woman telling rosary beads - Unnamed Alias: None
in ""The Train Has Reached Amritsar""|Narrator - Unnamed Alias: None
in ""The Train Has Reached Amritsar""|Frail-looking Babu - Unnamed Alias: None
in ""The Train Has Reached Amritsar""|Passengers in the compartment - Unnamed Alias: None
in ""The Train Has Reached Amritsar"""
1410,1320|1322|1323|1324|1326|1321|1327|1329,"Narrator - Unnamed Alias: None
in ""The Train Has Reached Amritsar""|First Pathan trader - Unnamed Alias: None
in ""The Train Has Reached Amritsar""|Second Pathan trader - Unnamed Alias: None
in ""The Train Has Reached Amritsar""|Third Pathan trader - Unnamed Alias: None
in ""The Train Has Reached Amritsar""|Frail-looking Babu - Unnamed Alias: None
in ""The Train Has Reached Amritsar""|Sardarji - Unnamed Alias: None
in ""The Train Has Reached Amritsar""|Old Woman telling rosary beads - Unnamed Alias: None
in ""The Train Has Reached Amritsar""|Passengers in the compartment - Unnamed Alias: None
in ""The Train Has Reached Amritsar"""
1411,1320|1337|1412,"Narrator - Unnamed Alias: None
in ""The Train Has Reached Amritsar""|Mushqee - Unnamed Alias: None
in ""The Train Has Reached Amritsar""|Women and Children in the ladies compartment - Unnamed Alias: None
in ""The Train Has Reached Amritsar"""
1413,1329|1320|1326|1322|1323|1324,"Passengers in the compartment - Unnamed Alias: None
in ""The Train Has Reached Amritsar""|Narrator - Unnamed Alias: None
in ""The Train Has Reached Amritsar""|Frail-looking Babu - Unnamed Alias: None
in ""The Train Has Reached Amritsar""|First Pathan trader - Unnamed Alias: None
in ""The Train Has Reached Amritsar""|Second Pathan trader - Unnamed Alias: None
in ""The Train Has Reached Amritsar""|Third Pathan trader - Unnamed Alias: None
in ""The Train Has Reached Amritsar"""
1414,1326|1320|1322|1323|1324,"Frail-looking Babu - Unnamed Alias: None
in ""The Train Has Reached Amritsar""|Narrator - Unnamed Alias: None
in ""The Train Has Reached Amritsar""|First Pathan trader - Unnamed Alias: None
in ""The Train Has Reached Amritsar""|Second Pathan trader - Unnamed Alias: None
in ""The Train Has Reached Amritsar""|Third Pathan trader - Unnamed Alias: None
in ""The Train Has Reached Amritsar"""
1415,1320|1326|1321|1327|1322|1323|1324,"Narrator - Unnamed Alias: None
in ""The Train Has Reached Amritsar""|Frail-looking Babu - Unnamed Alias: None
in ""The Train Has Reached Amritsar""|Sardarji - Unnamed Alias: None
in ""The Train Has Reached Amritsar""|Old Woman telling rosary beads - Unnamed Alias: None
in ""The Train Has Reached Amritsar""|First Pathan trader - Unnamed Alias: None
in ""The Train Has Reached Amritsar""|Second Pathan trader - Unnamed Alias: None
in ""The Train Has Reached Amritsar""|Third Pathan trader - Unnamed Alias: None
in ""The Train Has Reached Amritsar"""
1416,1329|1339|1338,"Passengers in the compartment - Unnamed Alias: None
in ""The Train Has Reached Amritsar""|Hawkers at Amritsar Station - Unnamed Alias: None
in ""The Train Has Reached Amritsar""|People who peer into the compartment at Amritsar station - Unnamed Alias: None
in ""The Train Has Reached Amritsar"""
1418,1320|1340|1322|1323|1324,"Narrator - Unnamed Alias: None
in ""The Train Has Reached Amritsar""|Pathans at Amritsar station - Unnamed Alias: None
in ""The Train Has Reached Amritsar""|First Pathan trader - Unnamed Alias: None
in ""The Train Has Reached Amritsar""|Second Pathan trader - Unnamed Alias: None
in ""The Train Has Reached Amritsar""|Third Pathan trader - Unnamed Alias: None
in ""The Train Has Reached Amritsar"""
1439,1370|1371|1372,"Daughter of Saraswati - Munni Alias: None
in ""A Visitor from Pakistan""|Daughter of Saraswati - Meesha Alias: None
in ""A Visitor from Pakistan""|Presumed widow of Baldev - Saraswati Alias: None
in ""A Visitor from Pakistan"""
1440,1320|1326|1329,"Narrator - Unnamed Alias: None
in ""The Train Has Reached Amritsar""|Frail-looking Babu - Unnamed Alias: None
in ""The Train Has Reached Amritsar""|Passengers in the compartment - Unnamed Alias: None
in ""The Train Has Reached Amritsar"""
1441,1320|1326|1321|1329,"Narrator - Unnamed Alias: None
in ""The Train Has Reached Amritsar""|Frail-looking Babu - Unnamed Alias: None
in ""The Train Has Reached Amritsar""|Sardarji - Unnamed Alias: None
in ""The Train Has Reached Amritsar""|Passengers in the compartment - Unnamed Alias: None
in ""The Train Has Reached Amritsar"""
1442,1320|1326|1341|1342,"Narrator - Unnamed Alias: None
in ""The Train Has Reached Amritsar""|Frail-looking Babu - Unnamed Alias: None
in ""The Train Has Reached Amritsar""|Man attacked by the Babu - Unnamed Alias: None
in ""The Train Has Reached Amritsar""|Wife of Man attacked by the Babu - Unnamed Alias: None
in ""The Train Has Reached Amritsar"""
1443,1326|1320,"Frail-looking Babu - Unnamed Alias: None
in ""The Train Has Reached Amritsar""|Narrator - Unnamed Alias: None
in ""The Train Has Reached Amritsar"""
1444,1321|1326|1320,"Sardarji - Unnamed Alias: None
in ""The Train Has Reached Amritsar""|Frail-looking Babu - Unnamed Alias: None
in ""The Train Has Reached Amritsar""|Narrator - Unnamed Alias: None
in ""The Train Has Reached Amritsar"""
1445,1446|1447|1448,"Devpal - Jyotirmoyi Alias: Jyoti
in ""A Leaf in the Storm""|Fifty bonded girls - Unknown Alias: None
in ""A Leaf in the Storm""|Fifty reclaimed girls - Unknown Alias: None
in ""A Leaf in the Storm"""
1449,1446|1447,"Devpal - Jyotirmoyi Alias: Jyoti
in ""A Leaf in the Storm""|Fifty bonded girls - Unknown Alias: None
in ""A Leaf in the Storm"""
1451,1452,"Relatives of refugee women - Unknown Alias: None
in ""A Leaf in the Storm"""
1453,1446|1465,"Devpal - Jyotirmoyi Alias: Jyoti
in ""A Leaf in the Storm""|Lady volunteer at camp - Unknown Alias: None
in ""A Leaf in the Storm"""
1454,1370|1371|1372,"Daughter of Saraswati - Munni Alias: None
in ""A Visitor from Pakistan""|Daughter of Saraswati - Meesha Alias: None
in ""A Visitor from Pakistan""|Presumed widow of Baldev - Saraswati Alias: None
in ""A Visitor from Pakistan"""
1455,1370|1371|1372,"Daughter of Saraswati - Munni Alias: None
in ""A Visitor from Pakistan""|Daughter of Saraswati - Meesha Alias: None
in ""A Visitor from Pakistan""|Presumed widow of Baldev - Saraswati Alias: None
in ""A Visitor from Pakistan"""
1458,1370|1371|1372,"Daughter of Saraswati - Munni Alias: None
in ""A Visitor from Pakistan""|Daughter of Saraswati - Meesha Alias: None
in ""A Visitor from Pakistan""|Presumed widow of Baldev - Saraswati Alias: None
in ""A Visitor from Pakistan"""
1459,1370|1371|1372|1375,"Daughter of Saraswati - Munni Alias: None
in ""A Visitor from Pakistan""|Daughter of Saraswati - Meesha Alias: None
in ""A Visitor from Pakistan""|Presumed widow of Baldev - Saraswati Alias: None
in ""A Visitor from Pakistan""|Presumed to be dead in the riots - Baldev Alias: None
in ""A Visitor from Pakistan"""
1460,1370|1371|1372|1375,"Daughter of Saraswati - Munni Alias: None
in ""A Visitor from Pakistan""|Daughter of Saraswati - Meesha Alias: None
in ""A Visitor from Pakistan""|Presumed widow of Baldev - Saraswati Alias: None
in ""A Visitor from Pakistan""|Presumed to be dead in the riots - Baldev Alias: None
in ""A Visitor from Pakistan"""
1461,1372|1375,"Presumed widow of Baldev - Saraswati Alias: None
in ""A Visitor from Pakistan""|Presumed to be dead in the riots - Baldev Alias: None
in ""A Visitor from Pakistan"""
1462,1372|1375,"Presumed widow of Baldev - Saraswati Alias: None
in ""A Visitor from Pakistan""|Presumed to be dead in the riots - Baldev Alias: None
in ""A Visitor from Pakistan"""
1463,1372|1375|1371|1370,"Presumed widow of Baldev - Saraswati Alias: None
in ""A Visitor from Pakistan""|Presumed to be dead in the riots - Baldev Alias: None
in ""A Visitor from Pakistan""|Daughter of Saraswati - Meesha Alias: None
in ""A Visitor from Pakistan""|Daughter of Saraswati - Munni Alias: None
in ""A Visitor from Pakistan"""
1464,1372|1375|1371|1370,"Presumed widow of Baldev - Saraswati Alias: None
in ""A Visitor from Pakistan""|Presumed to be dead in the riots - Baldev Alias: None
in ""A Visitor from Pakistan""|Daughter of Saraswati - Meesha Alias: None
in ""A Visitor from Pakistan""|Daughter of Saraswati - Munni Alias: None
in ""A Visitor from Pakistan"""
1466,1467,"Women in the refugee camp - Unknown Alias: None
in ""A Leaf in the Storm"""
1468,1469|1470,"Old woman - Unknown Alias: None
in ""A Leaf in the Storm""|Children of old woman - Unknown Alias: None
in ""A Leaf in the Storm"""
1472,1469|1470,"Old woman - Unknown Alias: None
in ""A Leaf in the Storm""|Children of old woman - Unknown Alias: None
in ""A Leaf in the Storm"""
1474,748,"Choudhary - Salil Alias: None
in ""The Dressing Table"""
1475,1470|1469,"Children of old woman - Unknown Alias: None
in ""A Leaf in the Storm""|Old woman - Unknown Alias: None
in ""A Leaf in the Storm"""
1476,1469,"Old woman - Unknown Alias: None
in ""A Leaf in the Storm"""
1478,1480,"Woman at breakfast - Unknown Alias: None
in ""A Leaf in the Storm"""
1479,1372|1375|1371|1370,"Presumed widow of Baldev - Saraswati Alias: None
in ""A Visitor from Pakistan""|Presumed to be dead in the riots - Baldev Alias: None
in ""A Visitor from Pakistan""|Daughter of Saraswati - Meesha Alias: None
in ""A Visitor from Pakistan""|Daughter of Saraswati - Munni Alias: None
in ""A Visitor from Pakistan"""
1481,1375|1381,"Presumed to be dead in the riots - Baldev Alias: None
in ""A Visitor from Pakistan""|Daughter of Baldev's Mason - Shafi Alias: None
in ""A Visitor from Pakistan"""
1482,1375|1381|1372,"Presumed to be dead in the riots - Baldev Alias: None
in ""A Visitor from Pakistan""|Daughter of Baldev's Mason - Shafi Alias: None
in ""A Visitor from Pakistan""|Presumed widow of Baldev - Saraswati Alias: None
in ""A Visitor from Pakistan"""
1483,1375|1372,"Presumed to be dead in the riots - Baldev Alias: None
in ""A Visitor from Pakistan""|Presumed widow of Baldev - Saraswati Alias: None
in ""A Visitor from Pakistan"""
1484,1375|1372,"Presumed to be dead in the riots - Baldev Alias: None
in ""A Visitor from Pakistan""|Presumed widow of Baldev - Saraswati Alias: None
in ""A Visitor from Pakistan"""
1485,1375|1372,"Presumed to be dead in the riots - Baldev Alias: None
in ""A Visitor from Pakistan""|Presumed widow of Baldev - Saraswati Alias: None
in ""A Visitor from Pakistan"""
